parcel_id,date,ndvi_value,temperature_c,rainfall_mm,sensor_status,mill_id,crop_type,sowing_date,area_hectares
PARCEL_013,20-01-2026,0.20600000000000002,23.8,3.5,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_016,01-03-2026,0.8220000000000001,26.2,1.8,Error,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_015,18-02-2026,0.825,33.8,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_003,26-04-2026,0.605,34.4,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_016,06-02-2026,0.235,30.4,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_016,24-04-2026,0.7979999999999999,24.1,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_016,25-05-2026,0.602,27.0,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_003,07-01-2026,0.214,26.7,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_019,19-05-2026,0.42200000000000004,24.5,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_013,06-03-2026,0.332,28.9,3.8,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_017,02-04-2026,0.85,18.0,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_011,22-04-2026,0.609,32.9,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_017,16-02-2026,0.6809999999999999,28.7,0.0,NA,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_011,30-05-2026,0.591,30.4,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_015,22-05-2026,0.506,17.9,8.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_025,11-02-2026,0.37,33.4,1.2,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_019,18-01-2026,0.313,32.1,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_010,13-01-2026,0.302,22.4,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_009,12-05-2026,0.67,23.6,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_022,07-03-2026,0.8740000000000001,17.5,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_025,13-05-2026,0.46299999999999997,30.0,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_024,06-02-2026,0.35600000000000004,24.8,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_007,04-02-2026,0.449,22.1,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_002,24-02-2026,0.833,21.8,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_021,20-04-2026,0.36700000000000005,20.5,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_003,25-04-2026,0.43,30.0,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_001,10-05-2026,0.878,23.9,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_015,09-01-2026,0.307,31.9,0.0,NA,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_019,27-03-2026,0.866,32.0,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_023,20-04-2026,0.635,18.1,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_019,26-04-2026,0.429,34.4,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_005,28-05-2026,0.52,34.2,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_014,25-03-2026,0.6659999999999999,24.2,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_024,05-03-2026,0.505,29.7,0.0,Error,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_009,21-02-2026,0.311,33.9,4.4,NA,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_008,18-02-2026,0.371,29.1,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_007,08-05-2026,0.6890000000000001,26.1,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_007,06-05-2026,0.499,28.7,3.6,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_024,11-01-2026,0.19899999999999998,29.3,0.0,NA,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_015,03-03-2026,0.722,16.0,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_019,13-03-2026,0.5920000000000001,23.3,4.7,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_018,28-05-2026,0.45,29.7,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_003,09-01-2026,0.11,17.7,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_007,07-03-2026,0.64,32.0,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_009,27-01-2026,0.09699999999999999,27.0,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_010,01-03-2026,0.795,23.9,4.9,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_014,13-05-2026,0.613,16.6,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_023,08-05-2026,0.598,17.0,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_010,31-01-2026,0.483,31.1,2.5,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_012,21-03-2026,0.39399999999999996,33.0,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_025,30-01-2026,0.262,23.4,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_025,09-01-2026,0.151,22.9,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_005,13-02-2026,0.139,21.6,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_011,21-04-2026,0.685,20.7,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_009,05-04-2026,0.779,20.2,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_009,25-02-2026,0.23600000000000002,33.4,7.2,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_003,10-03-2026,0.324,21.9,0.0,Error,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_012,14-04-2026,0.84,34.1,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_001,11-03-2026,0.35200000000000004,35.1,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_004,08-04-2026,0.38,29.5,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_020,26-01-2026,0.22899999999999998,15.9,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_001,17-01-2026,0.21,32.2,3.6,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_007,04-04-2026,0.635,29.2,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_008,24-05-2026,0.58,24.3,0.0,Error,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_008,23-04-2026,0.789,28.2,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_003,12-03-2026,0.295,26.4,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_021,06-05-2026,0.57,33.8,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_015,12-03-2026,0.495,15.5,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_002,07-01-2026,0.128,32.7,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_020,26-04-2026,0.506,34.4,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_020,03-05-2026,0.804,35.1,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_003,10-05-2026,0.479,31.0,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_021,04-05-2026,0.5489999999999999,23.3,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_012,20-05-2026,0.7659999999999999,18.9,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_005,15-01-2026,0.094,29.0,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_022,08-04-2026,0.85,21.0,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_004,11-01-2026,0.44,20.0,5.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_023,22-01-2026,0.177,16.1,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_019,06-02-2026,0.386,25.0,0.0,Error,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_022,17-04-2026,0.513,15.9,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_017,20-04-2026,0.47100000000000003,31.1,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_012,24-04-2026,0.809,18.5,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_007,14-03-2026,0.828,23.3,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_003,25-01-2026,0.16399999999999998,19.5,0.0,Error,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_025,07-01-2026,0.081,27.2,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_010,07-03-2026,0.628,32.5,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_015,02-02-2026,0.321,24.5,7.3,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_022,18-04-2026,0.536,25.0,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_002,09-04-2026,0.9540000000000001,34.7,2.9,NA,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_004,14-05-2026,0.59,35.3,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_023,29-03-2026,0.782,26.9,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_003,27-02-2026,0.303,33.3,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_014,04-03-2026,0.778,25.4,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_016,12-01-2026,0.225,31.9,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_022,05-05-2026,0.42,33.0,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_024,06-03-2026,0.42200000000000004,22.7,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_024,01-03-2026,0.6409999999999999,34.8,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_017,05-02-2026,0.264,16.5,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_004,11-05-2026,0.629,21.4,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_025,17-02-2026,0.392,24.4,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_025,16-05-2026,0.44799999999999995,26.5,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_012,08-03-2026,0.348,31.2,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_012,12-03-2026,0.298,25.4,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_022,02-01-2026,0.07400000000000001,30.9,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_015,03-02-2026,0.19899999999999998,29.7,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_012,22-05-2026,0.526,22.5,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_008,18-05-2026,0.442,19.2,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_001,01-02-2026,0.18600000000000003,15.8,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_005,29-04-2026,0.568,35.0,6.3,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_015,30-01-2026,0.513,33.5,1.6,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_016,25-02-2026,0.33899999999999997,31.4,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_024,17-02-2026,0.544,19.6,1.4,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_016,10-05-2026,0.682,21.3,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_017,13-04-2026,0.602,34.2,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_007,21-05-2026,0.502,31.4,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_025,20-01-2026,0.14300000000000002,26.0,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_011,17-01-2026,0.235,25.0,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_008,30-03-2026,0.866,29.6,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_008,21-03-2026,0.633,20.4,4.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_023,08-01-2026,0.207,31.3,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_010,25-05-2026,0.5329999999999999,32.3,2.9,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_001,26-04-2026,0.7809999999999999,34.2,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_017,11-04-2026,0.764,32.9,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_006,08-04-2026,0.569,30.2,0.0,NA,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_017,26-04-2026,0.5820000000000001,29.1,0.5,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_024,19-03-2026,0.551,30.2,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_016,07-05-2026,0.61,18.2,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_015,03-01-2026,0.35,21.3,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_003,02-01-2026,0.135,18.3,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_004,15-03-2026,0.601,20.7,5.5,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_010,07-05-2026,0.526,28.9,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_007,18-01-2026,0.373,31.8,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_010,14-04-2026,0.435,15.6,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_020,11-02-2026,0.187,23.6,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_004,10-05-2026,0.6859999999999999,30.1,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_009,17-05-2026,0.601,25.9,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_010,23-02-2026,0.691,21.3,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_010,12-03-2026,0.667,23.6,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_005,14-03-2026,0.40399999999999997,16.5,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_019,18-05-2026,0.444,30.1,5.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_015,11-05-2026,0.7240000000000001,33.6,8.6,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_006,19-05-2026,0.446,32.2,1.8,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_005,20-02-2026,0.349,34.9,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_017,05-01-2026,0.155,26.5,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_022,04-05-2026,0.61,30.2,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_022,22-01-2026,0.384,16.1,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_010,08-01-2026,0.33299999999999996,32.5,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_024,20-05-2026,0.62,33.2,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_013,22-03-2026,0.455,33.8,0.0,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_023,18-01-2026,0.139,19.1,0.0,Error,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_011,06-03-2026,0.259,31.9,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_009,18-03-2026,0.32899999999999996,20.4,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_014,28-03-2026,0.775,28.7,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_015,06-02-2026,0.7140000000000001,34.3,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_016,27-01-2026,0.233,30.5,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_011,19-05-2026,0.5670000000000001,33.4,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_023,30-04-2026,0.495,34.9,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_021,18-03-2026,0.345,31.6,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_024,17-01-2026,0.243,25.6,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_014,12-01-2026,0.273,31.3,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_019,01-04-2026,0.81,32.8,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_016,05-04-2026,0.62,22.9,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_014,21-05-2026,0.569,25.2,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_024,25-01-2026,0.33,34.9,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_013,10-02-2026,0.11900000000000001,18.4,0.0,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_005,20-05-2026,0.48100000000000004,34.7,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_010,22-02-2026,0.7859999999999999,16.4,5.4,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_005,21-03-2026,0.597,25.0,2.4,NA,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_012,25-03-2026,0.264,22.5,4.0,Error,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_018,14-01-2026,0.392,18.6,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_022,18-02-2026,0.66,33.1,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_023,30-05-2026,0.58,20.2,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_001,12-03-2026,0.521,16.4,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_020,19-04-2026,0.777,32.1,0.2,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_025,24-05-2026,0.601,23.8,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_016,20-01-2026,0.161,25.7,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_003,06-03-2026,0.16699999999999998,21.5,7.4,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_016,24-03-2026,0.5660000000000001,23.7,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_021,28-03-2026,0.603,33.5,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_018,10-01-2026,0.16899999999999998,27.6,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_015,02-05-2026,0.5,22.6,3.5,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_007,22-03-2026,0.847,28.3,0.0,Error,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_025,27-03-2026,0.924,17.2,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_007,12-05-2026,0.43200000000000005,23.1,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_005,07-03-2026,0.391,18.2,0.0,NA,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_016,26-05-2026,0.627,28.1,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_004,07-03-2026,0.604,16.0,7.2,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_003,15-05-2026,0.46,25.5,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_005,12-03-2026,0.604,15.7,0.0,NA,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_009,29-05-2026,0.499,17.8,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_010,23-01-2026,0.32299999999999995,24.1,0.3,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_005,24-03-2026,0.682,25.9,0.0,Error,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_017,22-02-2026,0.7809999999999999,30.8,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_018,13-05-2026,0.5760000000000001,18.8,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_025,12-04-2026,0.619,21.7,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_025,30-03-2026,0.618,23.3,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_020,24-01-2026,0.284,15.7,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_021,25-03-2026,0.55,31.1,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_006,25-05-2026,0.452,25.0,0.0,NA,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_021,22-05-2026,0.40700000000000003,35.0,1.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_024,24-05-2026,0.75,20.1,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_025,21-02-2026,0.215,23.6,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_016,02-03-2026,0.6729999999999999,27.4,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_015,05-04-2026,0.807,21.0,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_017,27-01-2026,0.391,16.6,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_024,26-01-2026,0.48700000000000004,21.4,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_009,12-03-2026,0.307,17.8,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_003,09-02-2026,0.121,30.8,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_020,17-02-2026,0.079,28.4,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_022,10-01-2026,0.213,16.0,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_009,24-02-2026,0.35100000000000003,17.3,6.2,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_004,08-02-2026,0.644,25.0,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_007,04-05-2026,0.725,21.3,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_008,28-04-2026,0.6559999999999999,34.2,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_009,26-01-2026,0.299,33.2,0.0,NA,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_018,11-03-2026,0.632,20.2,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_005,05-03-2026,0.344,24.1,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_003,25-03-2026,0.5539999999999999,21.9,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_019,08-02-2026,0.17300000000000001,32.0,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_001,30-01-2026,0.212,19.2,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_004,18-04-2026,0.503,17.3,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_025,22-05-2026,0.5489999999999999,18.4,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_004,03-05-2026,0.622,19.0,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_005,17-03-2026,0.46399999999999997,24.4,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_008,15-02-2026,0.198,19.2,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_005,16-03-2026,0.608,21.1,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_021,06-01-2026,0.228,17.0,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_024,28-01-2026,0.285,21.3,0.0,Error,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_007,19-05-2026,0.491,33.8,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_019,04-05-2026,0.48,32.5,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_019,14-03-2026,0.721,21.5,0.0,NA,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_010,18-05-2026,0.436,26.6,5.4,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_001,20-03-2026,0.7440000000000001,29.3,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_013,07-03-2026,0.34,21.4,0.0,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_012,01-02-2026,0.171,17.4,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_009,31-01-2026,0.278,16.3,7.1,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_016,16-03-2026,0.613,27.1,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_004,27-03-2026,0.805,31.1,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_006,15-04-2026,0.701,33.8,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_003,06-04-2026,0.451,32.3,2.8,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_007,03-01-2026,0.248,25.7,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_010,22-05-2026,0.606,30.6,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_007,10-05-2026,0.502,31.6,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_011,12-05-2026,0.621,18.8,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_019,15-05-2026,0.483,19.7,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_001,07-02-2026,0.015,28.9,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_005,20-03-2026,0.611,23.5,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
